id,name,review_count,categories,subcate,rate,location,phone,latitude,longitude
241,The Washington Mews,10,Museums,Landmarks & Historical Buildings,4.5,Washington Mews,,40.7315,-73.9959
242,A.I.R. Gallery,2,Museums,Art Galleries,4.0,155 Plymouth St,(212) 255-6651,40.7038,-73.9867
243,Kaleidoscope Gallery,2,Museums,Toy Stores,3.0,280 City Island Ave,(718) 885-3090,40.8466,-73.786
244,USS Growler Submarine,4,Museums,Museums,4.5,"Intrepid Sea, Air & Space Museum",,40.7648,-73.9996
245,Eden Fine Art,14,Museums,Art Galleries,4.0,470 Broome St,(646) 509-8966,40.7228,-74.0014
246,Queens Historical Society,2,Museums,Landmarks & Historical Buildings,2.5,14335 37th Ave,(718) 939-0647,40.7637,-73.824
247,Steve Brill Tour,67,Museums,Tours,5.0,72ND Central Park W,(914) 835-2153,40.7762,-73.976
248,New York Stock Exchange,69,Museums,Landmarks & Historical Buildings,4.0,11 Wall St,(212) 363-7147,40.7071,-74.0109
249,Bergen County Historical Society,1,Museums,Museums,5.0,1201 Main St,(201) 343-9492,40.9128,-74.0324
250,Hamilton House Museum,1,Museums,Museums,3.0,971 Valley Rd,(973) 744-5707,40.8679,-74.1911
251,9-11 Tours,5,Museums,Walking Tours,5.0,209 Broadway,(914) 582-7280,40.7112,-74.0091
252,Herbert & Eileen Bernard Museum of Judaica,1,Museums,Museums,4.0,Temple Emanu-El,(212) 744-1400,40.768,-73.9697
253,League of Kitchens,57,Museums,Cooking Schools,5.0,"New York, NY 11226",(617) 909-9358,40.7146,-74.0071
254,Eli Klein Gallery,8,Museums,Art Galleries,4.5,398 West St,(212) 255-4388,40.7334,-74.0099
255,Center For Italian Modern Art,3,Museums,Museums,4.5,421 Broome St,(646) 370-3596,40.7212,-73.9987
256,Con Edison Museum,1,Museums,Museums,4.0,145 E 14th St,(212) 460-6244,40.7338,-73.9881
257,Thomas Edison National Historical Park,29,Museums,Landmarks & Historical Buildings,4.5,211 Main St,(973) 736-5050,40.7843,-74.2336
258,Top of the Rock,1542,Museums,Landmarks & Historical Buildings,4.5,30 Rockefeller Ctr,(212) 698-2000,40.7593,-73.9794
259,125th Street in Harlem,34,Museums,Landmarks & Historical Buildings,3.0,125TH St,,40.8111,-73.9524
260,Uss Ling,1,Museums,Museums,4.0,78 River St,,40.8804,-74.0415
261,Columbus Art Gallery,29,Museums,Art Galleries,5.0,588 Columbus Ave,(212) 875-1678,40.7882,-73.9712
262,The FLAG Art Foundation,4,Museums,Art Galleries,5.0,545 W 25th St 9th Fl,(212) 206-0220,40.7496,-74.0047
263,Polizzi Fine Art,4,Museums,Art Galleries,4.0,8315 3rd Ave,(718) 680-6777,40.6253,-74.0303
264,Strawberry Fields,168,Museums,Parks,4.5,Central Park W And 72 St,,40.7756,-73.9747
265,Bowne House Historical Society,3,Museums,Landmarks & Historical Buildings,5.0,3701 Bowne St,(718) 359-0528,40.7628,-73.8248
266,Grand Army Plaza,55,Museums,Landmarks & Historical Buildings,4.5,Grand Army Plz,,40.674,-73.9701
267,Head Hi,2,Museums,Coffee & Tea,5.0,14 Clermont Avenue 1L,(917) 909-0005,40.6974,-73.9719
268,Ashione Gallery,2,Museums,Art Galleries,2.5,120 West 25th St,(212) 229-0899,40.7445,-73.9928
269,The Culture Center,1,Museums,Museums,5.0,410 Columbus Ave,(212) 769-1600,40.7824,-73.9754
270,John M. Mossman Lock Collection,4,Museums,Museums,4.0,20 W 44th St,(212) 840-1840,40.7552,-73.9813
271,The Center For Jewish History,8,Museums,Museums,4.0,15 W 16th St,(212) 294-8301,40.7378,-73.9934
272,Miller-Cory House Museum,1,Museums,Museums,5.0,614 Mountain Ave,(908) 232-1776,40.6626,-74.35
273,Friends of Edison National Historic Site,1,Museums,Museums,5.0,12 Honeysuckle Ave,(973) 736-2916,40.7852,-74.2363
274,Hauser & Wirth,7,Museums,Art Galleries,4.5,548 W 22nd Street,(212) 790-3900,40.7452,-74.007
275,Jack's Art Gallery,45,Museums,Framing,4.5,2855 Broadway,(212) 749-5554,40.8047,-73.9666
276,Artie Warrens Custom Framing,15,Museums,Framing,5.0,2082 Coney Island Ave,(718) 336-0418,40.6065,-73.962
277,African-American Museum Of Nassau County,5,Museums,Museums,3.5,110 N Franklin St,(516) 572-0730,40.7095,-73.6273
278,The Dakota,38,Museums,Apartments,4.0,1 W 72nd St,(212) 362-1448,40.7763,-73.9759
279,New York Like A Native,7,Museums,Tours,5.0,303 Beverley Rd,(917) 795-8595,40.6433,-73.9769
280,Cambridge Gallery,1,Museums,Framing,5.0,239 9th Ave,(212) 493-5133,40.7476,-74.0007
281,Garretson Forge and Farm,2,Museums,Museums,5.0,4-02 River Rd,(201) 797-1775,40.9238,-74.1303
282,Hines Tours,6,Museums,Hiking,4.5,333 E 75th St,(646) 403-5653,40.7702,-73.9554
283,Three Faiths Exhibit - NY Public Library,1,Museums,Museums,4.0,5TH Ave At 41st St,,40.7528,-73.9814
284,Killer Heels: The Art of the High Heeled Shoe,3,Museums,Art Galleries,2.5,200 Eastern Pkwy,(718) 638-5000,40.6715,-73.9628
285,Imagine That Discovery Museum,142,Museums,Museums,3.5,4 Vreeland Rd,(973) 966-8000,40.7925,-74.3737
286,Anthology Film Archives,51,Museums,Cinema,4.0,32 2nd Ave,(212) 505-5181,40.7247,-73.9903
287,Gotham SideWalks,5,Museums,Art Tours,5.0,1614 11th Ave,(718) 938-1400,40.6764,-73.9939
288,Brighton  Kids Club,8,Museums,Tutoring Centers,4.5,3069 Brighton 1st St,(718) 942-5555,40.577,-73.9669
289,Gagosian,10,Museums,Art Galleries,4.0,980 Madison Ave,(212) 744-2313,40.7747,-73.9635
290,Guggenheim Museum Store,1,Museums,Gift Shops,3.0,1071 5th Ave,(800) 329-6109,40.783,-73.9591
291,Christie's,29,Museums,Art Galleries,4.0,20 Rockefeller Plz,(212) 636-2000,40.7584,-73.9792
292,Quality Art & Framing,17,Museums,Framing,4.5,909 2nd Ave,(212) 826-2693,40.754,-73.9694
293,Brooklyn Editions,9,Museums,Printing Services,5.0,251 19th St,(718) 852-4617,40.6624,-73.9916
294,Real New York Tours,130,Museums,Historical Tours,5.0,"New York, NY 10002",(917) 572-7017,40.7135,-73.9859
295,Sea Cliff Village Museum,3,Museums,Museums,4.0,95 10th Ave,(516) 671-0090,40.8495,-73.6468
296,Clover's Fine Art Gallery,47,Museums,Art Galleries,4.5,338 Atlantic Ave,(718) 625-2121,40.6877,-73.9876
297,Richard Beavers Gallery,8,Museums,Art Galleries,3.5,408 Marcus Garvey Blvd,(347) 663-8195,40.6827,-73.9347
298,Lent-Riker-Smith Homestead,4,Museums,Landmarks & Historical Buildings,5.0,7803 19th Rd,,40.7731,-73.8922
299,Artists Space Exhibitions,4,Museums,Art Galleries,3.5,38 Greene St,(212) 226-3970,40.7217,-74.002
300,Scandinavia House,33,Museums,Community Service/Non-Profit,4.0,58 Park Ave,(212) 779-3587,40.7494,-73.98
301,MoMA Design and Book Store,55,Museums,Bookstores,3.5,11 W 53rd St,(212) 708-9700,40.7615,-73.9774
302,Hamilton Grange National Memorial,34,Museums,Landmarks & Historical Buildings,4.0,414 W 141st St,(646) 548-2310,40.8214,-73.9473
303,The OJ Gallery,24,Museums,Art Galleries,5.0,249 E 57th St,(212) 754-0123,40.7596,-73.9656
304,African Burial Ground National Monument,29,Museums,Landmarks & Historical Buildings,4.5,290 Broadway,(212) 637-2019,40.7147,-74.0052
305,Cedarmere Preserve,6,Museums,Landmarks & Historical Buildings,3.5,225 Bryant Ave,(516) 544-3944,40.8109,-73.6466
306,Statue of Liberty,902,Museums,Landmarks & Historical Buildings,4.5,1 Liberty Island,(212) 363-3200,40.7027,-74.0142
307,Wallach Art Gallery @ Columbia University Lenfest Center,1,Museums,Art Galleries,3.0,615 W 129th St,(212) 854-6800,40.8168,-73.9586
308,Queens Botanical Garden,115,Museums,Botanical Gardens,3.5,43-50 Main St,(718) 886-3800,40.7515,-73.8262
309,Eastside Art Gallery,29,Museums,Art Galleries,5.0,1239 1st Ave,(212) 327-2540,40.7645,-73.9586
310,The National Arts Club,29,Museums,Art Galleries,4.0,15 Gramercy Park S,(212) 475-3424,40.7378,-73.9867
311,Lauren A Kaplan Art Tours,21,Museums,Art Tours,5.0,"New York, NY 10028",(646) 389-4836,40.7763,-73.9528
312,Ward's Island Bridge,7,Museums,Landmarks & Historical Buildings,4.5,E 103rd St And 275 Fdr Dr,,40.7867,-73.9386
313,RESOBOX,126,Museums,Cultural Center,4.0,41-26 27th St,(718) 784-3680,40.7511,-73.9391
314,Margaret Mead Film Festival,1,Museums,Festivals,5.0,79TH St,(212) 769-5100,40.7807,-73.9748
315,Governors Island National Monument,294,Museums,Landmarks & Historical Buildings,4.5,10 S St,(212) 825-3045,40.6914,-74.0164
316,Brentano's Custom Framing,9,Museums,Art Galleries,5.0,121 Crosby St,(212) 226-3004,40.7245,-73.9963
317,Pranayama Art,7,Museums,Framing,4.5,831 Dean St,(718) 230-5781,40.6793,-73.9624
318,Hispanic Society of America,28,Museums,Museums,4.5,613 W 155th St,(212) 926-2234,40.8335,-73.9465
319,Old Westbury Gardens,127,Museums,Museums,4.5,71 Old Westbury Rd,(516) 333-0048,40.7722,-73.5967
320,Gagosian,3,Museums,Art Galleries,4.5,976 Madison Ave,(212) 744-2313,40.7746,-73.9634
321,American Labor Museum-Botto House,4,Museums,Museums,4.5,83 Norwood St,(973) 595-7953,40.9349,-74.1885
322,Decor Art Gallery,23,Museums,Art Galleries,4.5,222 3rd Ave,(212) 533-2311,40.7363,-73.9852
323,Federal Hall National Memorial,49,Museums,Landmarks & Historical Buildings,4.0,26 Wall St,(212) 509-1595,40.7072,-74.0104
324,Bowne Printers,1,Museums,Printing Services,5.0,209 Water St,(646) 628-2707,40.7072,-74.0036
325,Kingsland House,3,Museums,Landmarks & Historical Buildings,4.5,14335 37th Ave,(718) 939-0647,40.7637,-73.824
326,Pierro Gallery of South Orange,2,Museums,Art Galleries,5.0,5 Mead St,(973) 378-7754,40.7501,-74.258
327,Gagosian,2,Museums,Art Galleries,4.0,976 Madison Ave,(212) 796-1224,40.7746,-73.9634
328,Circle Line Statue of Liberty Ferry,35,Museums,Landmarks & Historical Buildings,3.5,"Pier 83, W 42nd St",(212) 269-5755,40.7611,-73.999
329,Argosy Book Store,52,Museums,Antiques,4.5,116 E 59th St,(212) 753-4455,40.7625,-73.9691
330,Castle Clinton,26,Museums,Landmarks & Historical Buildings,3.5,Battery Park,(212) 344-7220,40.7038,-74.0169
331,Anna Maria Cianciulli Acting Coach and Teacher,3,Museums,Art Schools,5.0,244 W 54th St,(212) 477-5451,40.7642,-73.9834
332,Royal-Athena Galleries,2,Museums,Art Galleries,5.0,153 E 57th St,(212) 355-2033,40.7607,-73.9681
333,Custom House-Heye Ctr George Gustav,1,Museums,Museums,4.0,1 Bowling Grn,(212) 514-3700,40.7045,-74.0142
334,Nassau County Firefighters Museum and Education Center,12,Museums,Museums,3.5,1 Davis Ave,(516) 572-4177,40.728,-73.6018
335,New York Adventure Club,19,Museums,Tours,4.5,136 E 55th St,(636) 590-6873,40.7606,-73.9823
336,Belvedere Castle,119,Museums,Landmarks & Historical Buildings,4.5,Central Park,(212) 772-0210,40.7795,-73.9691
337,Watson Adventures Scavenger Hunts,86,Museums,Team Building Activities,4.5,330 W 38th St,(877) 946-4868,40.7553,-73.9935
338,Queens County Farm Museum,198,Museums,Museums,4.0,73-50 Little Neck Pkwy,(718) 347-3276,40.7475,-73.7237
339,Irish Hunger Memorial,63,Museums,Museums,4.5,75 Battery Place,(212) 267-9700,40.715,-74.0164
340,Brooklyn Waterfront Artists Coalition,12,Museums,Art Galleries,4.5,499 Van Brunt St,(718) 596-2507,40.6738,-74.0162
341,Tambaran Gallery,2,Museums,Art Galleries,5.0,5 E 82nd St,(212) 570-0655,40.7788,-73.9614
342,Deitch Projects,7,Museums,Art Galleries,5.0,76 Grand St,(212) 343-7300,40.722,-74.0025
343,Koenig & Clinton,1,Museums,Art Galleries,3.0,1329 Willoughby Ave,(212) 334-9255,40.7064,-73.9208
344,Manhattan Bridge,165,Museums,Landmarks & Historical Buildings,4.0,"New York, NY 10002",,40.707,-73.9905
345,Japan Society,60,Museums,Performing Arts,4.5,333 E 47th St,(212) 832-1155,40.7525,-73.9684
346,Greenwich Village NYC,9,Museums,Landmarks & Historical Buildings,5.0,8 E 8th St,(212) 777-2173,40.7319,-73.9959
347,Gavin Brown's Enterprise,8,Museums,Art Galleries,2.5,439 W. 127th St,(212) 627-5258,40.8135,-73.9547
348,Eastern Parkway,11,Museums,Landmarks & Historical Buildings,4.5,Crown Heights,,40.6694,-73.9424
349,Thomas J Watson Library,1,Museums,Museums,5.0,1000 5th Ave,(212) 650-2225,40.7791,-73.9634
350,Liberty Science Center Store,3,Museums,Museums,3.5,251 Phillip St,(201) 209-9112,40.7082,-74.0547
351,Pace Gallery,5,Museums,Art Galleries,3.5,510 W 25th St,(212) 255-4044,40.7491,-74.004
352,Grover Cleveland Birthplace Historic Site,7,Museums,Museums,4.5,207 Bloomfield Ave,(973) 226-0001,40.8369,-74.2721
353,Mark Venaglia,7,Museums,Art Tours,4.5,"Manhattan, NY 10023",(917) 995-7223,40.7762,-73.982
354,e.t.c. events--tailor-made and customized,1,Museums,Caterers,5.0,220 W 98th St,(917) 513-4081,40.7957,-73.9703
355,Turnstile Tours,30,Museums,Tours,5.0,"Brooklyn, NY 11218",(347) 903-8687,40.6498,-73.9794
356,Experience the Heights,1,Museums,Walking Tours,5.0,631 Edgecombe Ave,(917) 771-0396,40.8374,-73.9367
357,NYC FRAMES,1,Museums,Framing,5.0,1322 3rd Ave,(212) 535-1903,40.7722,-73.9591
358,Sands Point Preserve,57,Museums,Landmarks & Historical Buildings,4.5,95 Middle Neck Rd,(516) 571-7900,40.8561,-73.7005
359,Best of New York,1,Museums,Museums,1.0,"New York, NY",(877) 239-1503,,
360,Romancing Manhattan Tours,1,Museums,Tours,5.0,307 E 76th St,(631) 418-6585,40.7713,-73.9557
361,Holocaust Memorial & Tolerance Center of Nassau County,4,Museums,Museums,5.0,100 Crescent Beach Rd,(516) 571-8040,40.8835,-73.6392
362,Allouche Gallery,4,Museums,Art Galleries,5.0,82 Gansevoort St,(212) 966-6675,40.7392,-74.0082
363,Urban Oyster Tours,110,Museums,Food Tours,5.0,79 N 11th St,(347) 618-8687,40.718,-73.9654
364,sepiaEYE,1,Museums,Art Galleries,4.0,547 W 27th St,(212) 967-0738,40.7512,-74.0044
365,New York Fine Art Gallery & Custom Framing,34,Museums,Framing,5.0,1464 1st Ave,(212) 396-0275,40.7704,-73.9538
366,Lee Young Hee Korea Museum,1,Museums,Museums,3.0,2 West 32 St,,40.7142,-74.0064
367,Metropolitan Museum Of Art,2,Museums,Museums,3.0,Jfk Airport,(718) 995-3830,40.6435,-73.7811
368,Central Park West,25,Museums,Landmarks & Historical Buildings,4.5,"New York, NY",,40.7829,-73.9714
369,Chisholm Larsson Gallery,5,Museums,Art Galleries,4.5,145 8th Ave,(212) 741-1703,40.742,-74.0013
370,Decor Art Gallery,59,Museums,Art Galleries,5.0,555 3rd Ave,(212) 725-6787,40.7474,-73.9767
371,Twig Terrariums,54,Museums,Art Galleries,4.0,642 Coney Island Ave,(718) 488-8944,40.6417,-73.9698
372,Sean Kelly,4,Museums,Art Galleries,5.0,475 Tenth Ave,(212) 239-1181,40.7562,-73.9981
373,Pace Gallery,4,Museums,Art Galleries,4.0,32 E 57th St,(212) 421-3292,40.7619,-73.9721
374,Roma Art Gallery & Custom Framing,7,Museums,Framing,5.0,1614 Third Ave,(212) 360-1236,40.7819,-73.952
375,Upstairs Art Gallery,2,Museums,Art Galleries,5.0,896 Bergen Ave,(201) 963-6444,40.7298,-74.0654
376,Snug Harbor Cultural Center & Botanical Garden,56,Museums,Cultural Center,4.0,1000 Richmond Ter,(718) 425-3504,40.6441,-74.1018
377,Manhattan Art & Antiques Center,5,Museums,Antiques,4.5,1050 2nd Ave,(212) 355-4400,40.7582,-73.9659
378,Tria Gallery,1,Museums,Museums,4.0,531 W 25th St Frnt 1,(212) 695-0021,40.7496,-74.0046
379,Galleria On Third,36,Museums,Art Galleries,4.5,529 3rd Ave,(212) 683-2886,40.7465,-73.9773
380,Hermitage,2,Museums,Landmarks & Historical Buildings,5.0,335 N Franklin Tpke,(201) 445-8311,41.0072,-74.1177
381,The New York Public Library Gift Shop,8,Museums,Libraries,5.0,5TH Ave And 42nd St,(212) 930-0641,40.7535,-73.9809
382,Gagosian,1,Museums,Art Galleries,5.0,821 Park Ave,(212) 796-1228,40.773,-73.962
383,Warne Thomas Museum,1,Museums,Museums,5.0,4216 Rte 516,(732) 566-2108,40.4081,-74.2705
384,Miriam And Ira D Wallach Art Gallery,1,Museums,Art Galleries,5.0,926 Schermerhorn Hall,(212) 854-7288,40.8086,-73.9604
385,Steuben House,3,Museums,Museums,3.5,1209 Main St,(201) 487-1739,40.9137,-74.0306
386,African Burial Ground Memorial Office,4,Museums,Landmarks & Historical Buildings,5.0,Federal Plz 26,(212) 264-6949,40.7155,-74.0042
387,New York City Hall,17,Museums,Landmarks & Historical Buildings,4.0,City Hall Park,(212) 788-3000,40.7127,-74.0059
388,Ricco Maresca Gallery,3,Museums,Art Galleries,4.5,529 W 20th St,(212) 627-4819,40.7466,-74.0069
389,Arrangements Abroad,3,Museums,Tours,5.0,1040 Avenue Of The Americas,(212) 514-8921,40.753,-73.985
390,Buehler Challenger & Science Center,2,Museums,Summer Camps,3.0,400 Paramus Rd,(201) 251-8589,40.9517,-74.0884
391,Real Fine Arts,1,Museums,Art Galleries,5.0,673 Meeker Ave,(347) 457-6679,40.7228,-73.9404
392,Mascot Studio,13,Museums,Art Galleries,5.0,122 W 26th St,(212) 228-9090,40.7451,-73.9926
393,Jack Shainman Gallery,2,Museums,Art Galleries,4.5,513 W 20th St,(212) 645-1701,40.7462,-74.0062
394,Tour de Queens,8,Museums,Tours,4.0,Flushing Meadows Corona Park,,40.7405,-73.8489
395,Luxembourg Dayan,3,Museums,Art Galleries,4.5,64 E 77th St,(212) 452-3350,40.7746,-73.9627
396,The Museum of American Finance,54,Museums,Museums,3.5,48 Wall St,(212) 908-4110,40.7065,-74.0091
397,Racine Berkow Associates,1,Museums,Museums,5.0,18 W 23rd St Ph,(212) 255-2011,40.7416,-73.9905
398,La Belle Epoque Vintage Posters & Framing,1,Museums,Art Galleries,4.0,115A Greenwich Ave,(212) 362-1770,40.7382,-74.0023
399,Sperone Westwater,5,Museums,Art Galleries,4.5,257 Bowery,(212) 999-7337,40.7231,-73.9926
400,Big Onion Walking Tours,58,Museums,Walking Tours,4.5,476 13th St,(212) 439-1090,40.6627,-73.9804
401,Fort Totten Park,62,Museums,Parks,4.0,Totten Ave & Cross Island Pkwy,,40.792,-73.7761
402,Claire's Creative Adventures,3,Museums,Tours,3.5,1157 Lexington Ave,(646) 755-7733,40.7753,-73.9586
403,Grand Central Terminal,1301,Museums,Landmarks & Historical Buildings,4.5,89 E 42nd St,(212) 340-2583,40.7528,-73.9772
404,Luhring Augustine Gallery,9,Museums,Art Galleries,4.0,531 W 24th St,(212) 206-9100,40.7489,-74.005
405,Nachliel Selavan - Torah Intermedia,3,Museums,Art Tours,5.0,1000 Fifth Ave,(929) 233-0950,40.7794,-73.9634
406,American Irish Historical Society,2,Museums,Community Service/Non-Profit,3.0,991 5th Ave,(212) 288-2263,40.7777,-73.9628
407,Art & Frame of New York,15,Museums,Art Galleries,4.5,1210 Lexington Ave,(212) 517-6250,40.7768,-73.9577
408,Angel Orensanz Foundation,29,Museums,Art Galleries,4.0,172 Norfolk St,(917) 750-4830,40.7211,-73.9857
409,DOOSAN Gallery,2,Museums,Art Galleries,3.5,533 W 25th St,(212) 242-6343,40.7498,-74.0049
410,George Gustav Heye Center,1,Museums,Museums,5.0,National Museum Of The American Indian,(212) 514-3700,40.7045,-74.0142
411,Gemini G.E.L. At Joni Moisant Weyl,1,Museums,Art Galleries,5.0,535 W 24th St,(212) 249-3324,40.7465,-74.0094
412,Museum of Modern Art Design Store,31,Museums,Art Galleries,4.0,44 W 53rd St,(212) 767-1050,40.7613,-73.9781
413,Scott's Pizza Tours,279,Museums,Food Tours,5.0,"New York, NY 10001",(212) 913-9903,40.7502,-73.997
414,Bronx Documentary Center,4,Museums,Art Galleries,5.0,614 Courtlandt Ave,(718) 993-3512,40.8181,-73.9188
415,Old Grist Mill Museum,1,Museums,Art Museums,5.0,30 Woods Ave,(516) 887-6320,40.6465,-73.6633
416,New Art Dealers Alliance,1,Museums,Art Galleries,5.0,504 W 22nd St,(212) 594-0883,40.7471,-74.0051
417,Long Beach Historical & Preservation Soc,1,Museums,Museums,5.0,226 W Penn St,(516) 432-1192,40.5852,-73.6708
418,Museum Commons,1,Museums,Museums,2.0,828 Bloomfield Ave,(973) 744-4192,40.8226,-74.2267
419,Pomegranate Gallery,1,Museums,Art Galleries,4.0,137 Greene St,(212) 260-4014,40.7259,-73.9989
420,Gallery 71,3,Museums,Art Galleries,3.5,974 Lexington Ave,(212) 744-7779,40.7696,-73.9628
421,Agora Gallery,13,Museums,Art Galleries,4.5,530 W 25th St,(212) 226-4151,40.7495,-74.0047
422,Philip Williams Posters,21,Museums,Art Galleries,4.5,122 Chambers St,(212) 513-0313,40.715,-74.0089
423,Polish American Museum,3,Museums,Museums,4.5,16 Belleview Ave,(516) 883-6542,40.8293,-73.6901
424,A & N Art Gallery,25,Museums,Art Galleries,5.0,355 E 86th St,(212) 423-0349,40.7771,-73.9496
425,Antique Fine Frames,1,Museums,Art Galleries,5.0,26-26 Jackson Ave,(929) 900-6660,40.7472,-73.9411
426,Phillips - Art Auction House & Gallery,4,Museums,Art Galleries,4.0,450 Park Ave,(212) 940-1300,40.7614,-73.9712
427,Bethesda Terrace,112,Museums,Landmarks & Historical Buildings,4.5,72 Terrace Dr,(212) 310-6600,40.7738,-73.9708
428,PaintBox Soho,70,Museums,Framing,4.5,105 Thompson St,(212) 226-1300,40.7257,-74.002
429,Custom NYC Tours,5,Museums,Walking Tours,5.0,"Brooklyn, NY 11226",(347) 617-5124,40.6468,-73.9631
430,Storefront For Art and Architecture,6,Museums,Art Galleries,4.0,97 Kenmare St,(212) 431-5795,40.7215,-73.9971
431,St Paul's Church National Historic Site,3,Museums,Museums,5.0,897 S Columbus Ave,(914) 667-4116,40.8934,-73.8259
